Id,SalePrice
1836,135764.03
1837,88061.34
1838,132916.06
1839,82586.414
1840,176260.02
1841,153180.94
1842,78788.484
1843,134627.31
1844,139491.48
1845,129700.91
1846,147765.72
1847,144034.86
1848,55128.51
1849,133281.39
1850,126757.414
1851,151787.84
1852,135372.66
1853,125647.75
1854,178873.44
1855,139603.45
1856,213346.94
1857,165963.17
1858,129638.766
1859,121914.336
1860,164574.33
1861,121336.79
1862,240424.72
1863,229361.81
1864,229361.81
1865,312835.03
1866,323199.0
1867,241690.08
1868,300885.12
1869,202434.19
1870,231420.81
1871,251975.06
1872,171282.12
1873,226773.56
1874,139153.62
1875,199052.8
1876,193423.23
1877,209610.97
1878,191252.25
1879,138977.34
1880,141261.11
1881,226613.62
1882,248833.44
1883,198240.36
1884,204828.4
1885,268667.66
1886,299823.53
1887,198092.0
1888,265865.16
1889,152358.3
1890,128475.625
1891,140224.48
1892,100414.22
1893,142923.3
1894,120322.11
1895,121284.49
1896,116392.61
1897,108774.125
1898,105812.27
1899,153713.97
1900,164994.92
1901,186311.62
1902,144686.02
1903,192651.19
1904,148853.52
1905,208618.44
1906,162544.45
1907,231625.4
1908,121006.19
1909,123814.125
1910,117430.47
1911,227014.6
1912,259594.17
1913,157634.7
1914,55163.195
1915,317539.22
1916,74052.98
1917,269128.22
1918,142401.16
1919,158905.77
1920,125601.305
1921,396562.53
1922,284465.16
1923,211860.83
1924,258358.58
1925,219439.88
1926,366261.06
1927,139560.6
1928,163659.22
1929,124465.84
1930,135700.11
1931,140983.17
1932,127747.99
1933,172265.14
1934,180462.11
1935,172241.64
1936,182482.7
1937,183203.2
1938,180907.7
1939,263565.06
1940,183625.88
1941,162366.98
1942,195407.88
1943,198041.05
1944,342212.47
1945,382155.56
1946,160549.34
1947,319112.88
1948,159327.22
1949,259671.03
1950,186632.0
1951,254568.61
1952,282273.7
1953,167437.62
1954,180585.52
1955,131657.66
1956,237947.95
1957,164771.0
1958,301842.03
1959,131336.28
1960,112188.26
1961,114388.07
1962,93399.35
1963,113345.6
1964,115040.5
1965,159417.88
1966,153885.47
1967,332577.34
1968,412513.16
1969,395522.12
1970,473723.88
1971,488958.94
1972,377692.25
1973,262466.8
1974,306393.38
1975,489867.1
1976,276347.66
1977,339146.3
1978,365588.34
1979,319138.03
1980,193002.67
1981,358293.1
1982,239541.44
1983,222566.69
1984,167183.16
1985,222246.16
1986,200367.67
1987,196385.78
1988,179993.03
1989,187837.75
1990,221271.9
1991,255118.34
1992,209386.11
1993,168035.8
1994,212957.69
1995,182744.95
1996,235253.84
1997,340666.8
1998,322330.78
1999,248233.58
2000,294152.72
2001,259755.83
2002,227281.1
2003,236421.89
2004,256832.61
2005,243880.97
2006,234025.61
2007,231615.53
2008,222394.66
2009,190135.9
2010,191546.97
2011,141961.11
2012,172733.72
2013,185759.73
2014,178779.02
2015,203108.03
2016,197645.27
2017,211950.86
2018,118808.03
2019,135906.92
2020,124034.38
2021,105958.61
2022,172962.23
2023,145137.42
2024,202241.75
2025,397939.16
2026,170431.39
2027,139062.72
2028,146923.7
2029,179959.95
2030,286396.6
2031,256316.16
2032,279588.12
2033,262484.16
2034,161433.33
2035,214473.05
2036,185327.58
2037,187611.77
2038,312275.62
2039,227727.5
2040,405971.47
2041,294857.16
2042,206244.34
2043,170400.06
2044,159867.45
2045,236007.81
2046,134909.9
2047,154168.38
2048,141753.78
2049,125391.97
2050,188630.75
2051,106457.09
2052,122858.43
2053,151557.61
2054,76453.37
2055,158670.38
2056,137326.34
2057,127191.55
2058,233575.16
2059,116440.305
2060,171383.17
2061,186470.42
2062,138580.38
2063,117941.164
2064,144582.34
2065,134619.58
2066,182500.02
2067,116781.29
2068,130679.34
2069,91725.61
2070,107297.11
2071,92099.6
2072,138219.4
2073,132648.19
2074,188147.4
2075,150810.98
2076,128950.01
2077,153874.94
2078,126761.305
2079,128324.375
2080,110363.2
2081,112482.96
2082,140633.22
2083,144773.11
2084,111315.82
2085,124354.12
2086,118939.74
2087,112729.445
2088,90358.21
2089,78790.664
2090,132179.84
2091,123283.06
2092,146878.16
2093,132575.56
2094,139011.64
2095,139020.47
2096,82324.85
2097,90203.984
2098,143868.0
2099,59951.53
2100,131672.45
2101,117834.97
2102,127948.75
2103,96952.3
2104,124251.695
2105,122586.99
2106,74251.13
2107,230808.94
2108,122457.375
2109,115820.52
2110,138759.22
2111,141807.33
2112,138740.94
2113,126937.67
2114,100787.53
2115,158534.98
2116,107050.85
2117,167087.0
2118,121351.516
2119,111074.9
2120,119335.3
2121,116852.7
2122,111927.29
2123,68720.04
2124,165690.73
2125,135967.06
2126,170335.2
2127,163436.4
2128,130646.87
2129,106387.41
2130,150304.05
2131,171465.69
2132,110481.02
2133,111623.53
2134,123142.32
2135,100474.75
2136,89641.32
2137,110932.22
2138,132985.69
2139,147730.47
2140,135100.47
2141,144015.0
2142,142434.31
2143,144488.14
2144,129773.59
2145,136686.3
2146,155259.06
2147,159473.88
2148,127263.7
2149,138623.6
2150,242734.5
2151,121341.87
2152,175717.89
2153,153400.17
2154,123243.27
2155,132053.08
2156,232470.8
2157,244021.78
2158,238938.08
2159,229618.75
2160,179039.81
2161,243489.03
2162,444078.44
2163,350686.56
2164,252406.67
2165,191933.53
2166,144038.11
2167,213044.34
2168,212089.11
2169,191135.48
2170,222565.94
2171,147351.23
2172,135965.33
2173,165993.28
2174,254340.38
2175,298830.03
2176,317421.97
2177,236795.33
2178,210710.22
2179,142910.11
2180,189775.38
2181,180787.34
2182,218610.47
2183,190767.67
2184,137807.22
2185,100467.05
2186,141519.81
2187,148846.86
2188,155243.77
2189,193188.36
2190,81215.14
2191,87506.016
2192,97252.09
2193,97061.73
2194,97334.45
2195,106464.4
2196,112678.01
2197,118397.49
2198,164733.22
2199,159854.89
2200,146104.61
2201,133259.77
2202,234388.06
2203,183574.92
2204,166659.75
2205,122404.08
2206,149951.84
2207,228664.52
2208,250917.05
2209,191356.89
2210,125381.56
2211,119339.266
2212,120317.914
2213,109694.88
2214,122979.83
2215,100434.81
2216,142703.23
2217,80536.51
2218,74295.805
2219,62539.375
2220,70261.38
2221,323672.78
2222,289861.62
2223,299008.5
2224,220051.78
2225,119695.15
2226,163200.7
2227,205440.25
2228,272846.38
2229,232141.78
2230,166221.05
2231,207220.62
2232,182285.17
2233,173645.31
2234,270806.7
2235,214169.34
2236,275265.53
2237,352334.84
2238,202022.0
2239,107584.93
2240,158368.56
2241,150235.52
2242,126746.01
2243,122534.305
2244,90326.664
2245,102315.16
2246,155703.75
2247,105671.25
2248,127320.7
2249,123262.09
2250,138997.52
2251,108846.47
2252,174132.62
2253,158761.23
2254,182326.97
2255,194008.6
2256,187521.67
2257,191622.92
2258,167693.31
2259,178820.31
2260,151594.6
2261,172581.52
2262,194269.02
2263,334470.28
2264,474029.78
2265,185799.9
2266,321531.3
2267,399383.53
2268,443485.34
2269,152220.75
2270,184370.33
2271,256323.0
2272,194396.86
2273,172234.5
2274,173927.44
2275,168990.23
2276,188343.4
2277,193929.83
2278,165568.67
2279,126143.375
2280,120523.66
2281,177982.02
2282,188358.17
2283,106698.82
2284,104707.23
2285,156938.03
2286,129728.37
2287,354630.1
2288,261879.44
2289,355681.97
2290,458606.94
2291,326403.28
2292,444478.72
2293,482786.94
2294,445490.97
2295,472875.44
2296,315306.97
2297,312730.72
2298,345586.8
2299,429247.72
2300,365168.12
2301,292486.62
2302,241630.77
2303,233723.88
2304,248440.42
2305,192716.64
2306,187604.22
2307,189595.9
2308,208031.25
2309,295085.6
2310,222788.69
2311,196729.5
2312,176854.72
2313,173027.4
2314,168451.48
2315,178195.19
2316,189792.03
2317,182915.22
2318,174148.44
2319,173250.19
2320,173737.67
2321,260077.97
2322,161906.95
2323,183422.03
2324,149537.77
2325,210884.0
2326,166816.08
2327,225387.4
2328,230762.44
2329,183067.95
2330,175538.33
2331,373291.94
2332,406638.6
2333,332418.38
2334,253519.83
2335,271617.4
2336,322350.9
2337,204170.98
2338,298482.78
2339,201292.53
2340,372499.34
2341,211933.22
2342,243578.64
2343,227328.08
2344,220650.27
2345,236983.42
2346,221462.28
2347,206567.69
2348,240939.36
2349,149205.02
2350,284138.4
2351,250584.2
2352,236810.97
2353,213278.11
2354,136973.97
2355,149793.62
2356,157012.94
2357,184073.48
2358,200186.06
2359,118770.97
2360,116288.08
2361,135136.7
2362,287185.44
2363,157733.25
2364,166633.1
2365,211946.77
2366,191727.83
2367,209011.03
2368,215689.64
2369,206597.69
2370,181116.67
2371,170835.06
2372,188952.5
2373,299392.6
2374,313670.1
2375,270849.3
2376,269199.53
2377,351454.0
2378,138874.92
2379,192900.19
2380,146128.17
2381,149381.42
2382,197013.1
2383,207136.92
2384,247741.16
2385,154764.84
2386,140002.8
2387,134220.36
2388,94126.11
2389,129063.086
2390,138104.2
2391,134742.47
2392,118629.89
2393,165383.22
2394,144552.69
2395,202345.0
2396,156218.66
2397,206665.31
2398,123934.14
2399,61808.965
2400,55105.707
2401,121951.33
2402,144353.38
2403,126606.79
2404,138740.83
2405,162934.69
2406,142988.44
2407,130246.13
2408,140910.3
2409,127950.58
2410,177785.7
2411,125876.72
2412,158216.78
2413,145083.86
2414,137299.98
2415,119069.97
2416,131801.03
2417,141057.48
2418,125176.23
2419,124123.08
2420,123325.46
2421,147200.42
2422,118494.664
2423,113299.75
2424,161336.78
2425,158835.42
2426,126720.2
2427,131387.88
2428,179860.81
2429,114033.38
2430,134551.69
2431,98932.12
2432,142738.78
2433,150734.94
2434,142898.02
2435,147142.2
2436,123656.17
2437,101688.65
2438,118405.4
2439,114486.484
2440,113000.29
2441,97202.86
2442,108326.95
2443,113911.23
2444,123339.37
2445,69371.64
2446,146143.75
2447,222981.2
2448,145831.03
2449,120555.88
2450,166051.48
2451,130387.76
2452,196126.36
2453,101382.04
2454,134064.36
2455,105312.86
2456,147571.31
2457,125359.25
2458,106819.53
2459,112881.586
2460,143318.39
2461,124427.44
2462,149691.2
2463,123099.51
2464,177419.73
2465,132422.92
2466,117215.53
2467,162859.45
2468,74568.2
2469,78403.11
2470,168112.38
2471,203929.08
2472,180800.4
2473,120551.52
2474,92811.695
2475,219319.89
2476,118743.11
2477,129782.27
2478,157489.23
2479,111234.42
2480,141316.19
2481,126234.62
2482,135096.17
2483,112980.14
2484,114562.48
2485,127319.12
2486,164138.95
2487,174360.45
2488,156386.47
2489,140718.25
2490,163808.45
2491,74705.875
2492,176342.22
2493,118767.22
2494,160577.11
2495,94251.93
2496,219227.64
2497,142509.4
2498,108003.266
2499,97681.14
2500,129435.18
2501,142755.97
2502,142343.56
2503,96082.516
2504,187759.61
2505,235105.53
2506,252140.75
2507,325404.4
2508,251672.3
2509,225692.84
2510,226333.9
2511,175073.53
2512,216783.52
2513,214257.33
2514,250692.44
2515,154732.89
2516,146114.45
2517,132359.94
2518,153181.66
2519,223639.48
2520,206369.27
2521,183125.58
2522,226590.6
2523,114076.56
2524,141768.1
2525,143670.66
2526,137721.81
2527,105796.6
2528,126801.66
2529,136354.66
2530,107802.44
2531,233253.58
2532,221381.75
2533,207069.7
2534,237918.25
2535,352947.84
2536,236449.31
2537,217049.83
2538,177951.16
2539,186874.81
2540,171015.44
2541,186524.0
2542,142192.47
2543,110647.81
2544,140631.52
2545,120396.67
2546,124875.58
2547,138328.55
2548,141990.81
2549,156405.92
2550,315135.6
2551,143145.06
2552,129906.0
2553,76726.83
2554,106844.6
2555,119534.23
2556,85614.02
2557,106994.92
2558,154148.3
2559,147360.88
2560,147064.64
2561,140333.39
2562,155791.1
2563,169035.45
2564,174532.64
2565,141401.66
2566,159340.16
2567,137424.92
2568,219032.02
2569,185267.77
2570,123345.09
2571,187871.12
2572,188235.4
2573,236644.33
2574,301307.3
2575,130822.75
2576,122433.58
2577,180629.55
2578,88140.25
2579,83479.64
2580,129595.945
2581,122950.74
2582,117903.24
2583,286332.8
2584,148874.84
2585,170328.16
2586,204422.22
2587,202594.72
2588,170832.62
2589,145862.17
2590,211587.42
2591,219171.58
2592,214492.97
2593,256855.88
2594,182772.52
2595,209602.98
2596,319958.28
2597,179858.67
2598,267264.53
2599,356264.75
2600,170277.55
2601,147998.78
2602,80556.35
2603,98229.79
2604,88395.91
2605,84329.09
2606,147010.08
2607,184989.83
2608,215898.36
2609,157760.06
2610,112161.67
2611,138328.44
2612,151918.36
2613,129888.99
2614,128363.766
2615,166708.38
2616,143864.23
2617,181721.48
2618,173902.64
2619,229057.95
2620,188827.25
2621,185850.94
2622,178839.0
2623,250484.55
2624,306600.47
2625,305900.7
2626,165189.2
2627,172675.84
2628,453153.53
2629,583191.8
2630,366643.28
2631,456961.28
2632,452324.72
2633,320927.9
2634,387333.2
2635,150817.62
2636,175997.81
2637,174992.7
2638,260158.02
2639,200311.78
2640,152778.53
2641,103258.7
2642,198044.3
2643,105844.67
2644,124121.14
2645,101679.086
2646,100507.125
2647,102152.016
2648,137625.25
2649,161208.31
2650,159081.39
2651,147000.95
2652,448850.94
2653,248378.23
2654,255582.4
2655,357687.72
2656,327405.84
2657,363137.62
2658,300779.5
2659,304613.4
2660,324101.97
2661,334169.88
2662,298757.5
2663,275765.88
2664,295633.53
2665,322839.88
2666,273566.8
2667,164046.44
2668,175140.23
2669,176172.42
2670,283485.34
2671,178535.77
2672,189529.95
2673,208667.36
2674,205729.6
2675,176576.86
2676,183700.31
2677,195865.14
2678,253056.31
2679,260471.03
2680,277235.88
2681,446890.56
2682,317437.34
2683,520758.7
2684,308614.06
2685,346472.7
2686,258241.48
2687,351424.28
2688,213381.31
2689,220598.25
2690,473710.97
2691,189089.45
2692,132159.1
2693,193607.73
2694,136876.94
2695,184585.5
2696,175398.47
2697,194333.62
2698,182353.17
2699,183566.27
2700,156059.69
2701,139456.16
2702,110206.79
2703,137038.34
2704,141516.7
2705,120541.125
2706,123904.31
2707,126010.32
2708,138484.7
2709,117405.15
2710,123067.94
2711,274399.6
2712,370451.06
2713,175204.5
2714,149177.94
2715,170868.03
2716,153943.2
2717,189248.9
2718,229114.84
2719,167314.19
2720,170006.69
2721,136282.86
2722,152267.44
2723,143253.39
2724,133527.75
2725,134080.17
2726,143964.42
2727,180344.7
2728,175030.34
2729,144106.23
2730,141560.45
2731,129196.96
2732,128293.96
2733,160604.28
2734,127265.92
2735,136125.77
2736,143223.45
2737,124953.84
2738,122162.12
2739,154009.14
2740,149859.31
2741,154649.89
2742,152384.19
2743,151635.47
2744,151105.58
2745,133356.0
2746,147850.48
2747,164285.69
2748,127785.07
2749,129355.64
2750,142235.94
2751,143239.73
2752,225253.31
2753,166441.12
2754,212038.08
2755,122332.125
2756,87180.32
2757,92724.29
2758,91373.12
2759,171442.64
2760,139577.38
2761,153277.14
2762,152105.0
2763,176492.95
2764,164284.9
2765,269188.34
2766,146655.25
2767,98170.766
2768,127833.76
2769,125898.664
2770,145249.98
2771,119137.734
2772,114314.75
2773,146833.02
2774,146151.73
2775,123874.04
2776,147930.83
2777,142756.55
2778,127202.445
2779,130823.96
2780,93230.27
2781,98620.9
2782,93842.15
2783,106311.2
2784,126633.32
2785,141858.97
2786,79798.734
2787,114878.766
2788,79609.99
2789,211536.1
2790,93722.55
2791,110923.64
2792,54417.21
2793,165812.72
2794,109588.75
2795,130827.414
2796,99050.664
2797,224109.1
2798,140007.95
2799,120668.586
2800,74882.16
2801,105565.36
2802,145151.0
2803,140948.42
2804,144184.28
2805,95910.914
2806,76706.914
2807,151949.08
2808,147921.64
2809,137523.75
2810,137669.22
2811,160929.31
2812,147961.97
2813,138282.02
2814,149603.14
2815,117430.75
2816,274873.97
2817,150445.5
2818,134809.3
2819,168619.39
2820,116619.14
2821,88104.9
2822,204416.86
2823,256290.53
2824,203295.52
2825,154407.81
2826,127466.695
2827,136113.55
2828,224088.31
2829,174995.31
2830,224485.8
2831,174366.97
2832,237073.61
2833,309333.4
2834,218913.25
2835,217738.47
2836,187249.8
2837,163607.8
2838,145613.66
2839,181724.28
2840,200265.31
2841,207490.92
2842,243650.48
2843,158954.7
2844,157154.8
2845,118556.53
2846,217382.34
2847,200583.11
2848,214212.19
2849,206521.7
2850,273293.7
2851,216337.5
2852,219748.61
2853,237366.9
2854,137671.48
2855,209924.8
2856,201217.5
2857,183428.39
2858,197472.36
2859,135873.98
2860,125780.61
2861,133922.78
2862,195094.06
2863,128990.39
2864,243984.33
2865,137445.72
2866,131153.92
2867,102402.47
2868,104082.86
2869,114458.79
2870,143270.69
2871,105156.9
2872,53613.082
2873,91285.35
2874,137675.42
2875,115031.2
2876,150793.23
2877,148301.52
2878,180191.61
2879,137168.16
2880,89436.164
2881,141833.86
2882,177658.4
2883,174134.34
2884,195079.64
2885,209077.83
2886,216292.39
2887,98132.734
2888,124671.164
2889,55875.19
2890,90764.18
2891,140526.03
2892,70240.66
2893,92361.07
2894,56750.1
2895,350082.25
2896,280991.6
2897,215310.45
2898,163145.03
2899,224512.39
2900,162248.72
2901,202204.27
2902,187750.38
2903,366054.9
2904,327083.78
2905,94403.32
2906,206202.53
2907,114385.23
2908,131672.67
2909,151679.77
2910,75458.164
2911,76299.02
2912,151216.84
2913,82146.07
2914,75864.27
2915,80872.88
2916,82214.516
2917,153350.1
2918,114032.35
2919,206118.81
